point_id,lat,lon,z_m,status,banda_max,rx_max_dbm,rx_B2,rx_B4,rx_B7,rx_B25,rx_B26,rx_B28,rx_B41,rx_B66
P000197,-31.510506,-60.7190268,7.5,OUT,B26,-52.45,-60.83,-61.56,-63.47,-60.84,-52.45,-52.83,-63.26,-61.65
P000198,-31.510506,-60.7189952,7.5,OUT,B26,-52.48,-60.86,-61.59,-63.49,-60.87,-52.48,-52.86,-63.29,-61.68
P000199,-31.510506,-60.7189636,7.5,OUT,B26,-52.51,-60.88,-61.62,-63.52,-60.9,-52.51,-52.89,-63.32,-61.71
P000200,-31.510506,-60.718932,7.5,OUT,B26,-52.54,-60.91,-61.64,-63.55,-60.92,-52.54,-52.91,-63.34,-61.74
P000201,-31.5104791,-60.7201648,7.5,OUT,B26,-51.34,-59.81,-60.55,-62.45,-59.82,-51.34,-51.82,-62.24,-60.64
P000202,-31.5104791,-60.7201332,7.5,OUT,B26,-51.37,-59.84,-60.58,-62.48,-59.85,-51.37,-51.85,-62.27,-60.67
P000203,-31.5104791,-60.7201015,7.5,OUT,B26,-51.4,-59.87,-60.61,-62.51,-59.89,-51.4,-51.88,-62.31,-60.7
P000204,-31.5104791,-60.7200699,7.5,OUT,B26,-51.44,-59.91,-60.64,-62.54,-59.92,-51.44,-51.91,-62.34,-60.73
P000205,-31.5104791,-60.7200383,7.5,OUT,B26,-51.47,-59.94,-60.67,-62.57,-59.95,-51.47,-51.94,-62.37,-60.76
P000206,-31.5104791,-60.7200067,7.5,OUT,B26,-51.5,-59.97,-60.7,-62.6,-59.98,-51.5,-51.97,-62.4,-60.79
P000207,-31.5104791,-60.7199751,7.5,OUT,B26,-51.53,-60.0,-60.73,-62.63,-60.01,-51.53,-52.0,-62.43,-60.82
P000208,-31.5104791,-60.7199435,7.5,OUT,B26,-51.57,-60.03,-60.76,-62.66,-60.04,-51.57,-52.03,-62.46,-60.85
P000209,-31.5104791,-60.7199119,7.5,OUT,B26,-51.6,-60.06,-60.79,-62.69,-60.07,-51.6,-52.06,-62.49,-60.88
P000210,-31.5104791,-60.7198803,7.5,OUT,B26,-51.63,-60.09,-60.82,-62.72,-60.1,-51.63,-52.09,-62.52,-60.91
P000211,-31.5104791,-60.7198487,7.5,OUT,B26,-51.66,-60.12,-60.85,-62.75,-60.13,-51.66,-52.12,-62.55,-60.94
P000212,-31.5104791,-60.7198171,7.5,OUT,B26,-51.7,-60.14,-60.88,-62.78,-60.16,-51.7,-52.15,-62.58,-60.97
P000213,-31.5104791,-60.7197854,7.5,OUT,B26,-51.73,-60.17,-60.91,-62.81,-60.19,-51.73,-52.18,-62.61,-61.0
P000214,-31.5104791,-60.7197538,7.5,OUT,B26,-51.76,-60.2,-60.94,-62.84,-60.21,-51.76,-52.21,-62.63,-61.03
P000215,-31.5104791,-60.7197222,7.5,OUT,B26,-51.79,-60.23,-60.97,-62.87,-60.24,-51.79,-52.24,-62.66,-61.06
P000216,-31.5104791,-60.7196906,7.5,OUT,B26,-51.82,-60.26,-60.99,-62.9,-60.27,-51.82,-52.26,-62.69,-61.09
P000217,-31.5104791,-60.719659,7.5,OUT,B26,-51.85,-60.29,-61.02,-62.93,-60.3,-51.85,-52.29,-62.72,-61.11
P000218,-31.5104791,-60.7196274,7.5,OUT,B26,-51.89,-60.32,-61.05,-62.96,-60.33,-51.89,-52.32,-62.75,-61.14
P000219,-31.5104791,-60.7195958,7.5,OUT,B26,-51.92,-60.35,-61.08,-62.98,-60.36,-51.92,-52.35,-62.78,-61.17
P000220,-31.5104791,-60.7195642,7.5,OUT,B26,-51.95,-60.38,-61.11,-63.01,-60.39,-51.95,-52.38,-62.81,-61.2
P000221,-31.5104791,-60.7195326,7.5,OUT,B26,-51.98,-60.41,-61.14,-63.04,-60.42,-51.98,-52.41,-62.84,-61.23
P000222,-31.5104791,-60.7195009,7.5,OUT,B26,-52.01,-60.43,-61.17,-63.07,-60.45,-52.01,-52.44,-62.87,-61.26
P000224,-31.5104791,-60.7194377,7.5,OUT,B26,-52.07,-60.49,-61.22,-63.13,-60.5,-52.07,-52.49,-62.92,-61.31
P000225,-31.5104791,-60.7194061,7.5,OUT,B26,-52.1,-60.52,-61.25,-63.16,-60.53,-52.1,-52.52,-62.95,-61.34
P000226,-31.5104791,-60.7193745,7.5,OUT,B26,-52.13,-60.55,-61.28,-63.18,-60.56,-52.13,-52.55,-62.98,-61.37
P000227,-31.5104791,-60.7193429,7.5,OUT,B26,-52.16,-60.57,-61.31,-63.21,-60.59,-52.16,-52.58,-63.01,-61.4
P000228,-31.5104791,-60.7193113,7.5,OUT,B26,-52.2,-60.6,-61.34,-63.24,-60.61,-52.2,-52.6,-63.03,-61.43
P000233,-31.5104791,-60.7191532,7.5,OUT,B26,-52.35,-60.74,-61.47,-63.38,-60.75,-52.35,-52.74,-63.17,-61.56
P000234,-31.5104791,-60.7191216,7.5,OUT,B26,-52.38,-60.77,-61.5,-63.4,-60.78,-52.38,-52.77,-63.2,-61.59
P000235,-31.5104791,-60.71909,7.5,OUT,B26,-52.41,-60.79,-61.53,-63.43,-60.81,-52.41,-52.8,-63.23,-61.62
P000236,-31.5104791,-60.7190584,7.5,OUT,B26,-52.44,-60.82,-61.55,-63.46,-60.83,-52.44,-52.82,-63.25,-61.64
P000237,-31.5104791,-60.7190268,7.5,OUT,B26,-52.47,-60.85,-61.58,-63.48,-60.86,-52.47,-52.85,-63.28,-61.67
P000238,-31.5104791,-60.7189952,7.5,OUT,B26,-52.5,-60.87,-61.61,-63.51,-60.89,-52.5,-52.88,-63.31,-61.7
P000239,-31.5104791,-60.7189636,7.5,OUT,B26,-52.53,-60.9,-61.63,-63.54,-60.91,-52.53,-52.9,-63.33,-61.73
P000240,-31.5104791,-60.718932,7.5,OUT,B26,-52.56,-60.93,-61.66,-63.56,-60.94,-52.56,-52.93,-63.36,-61.75
P000241,-31.5104521,-60.7202596,7.5,OUT,B26,-51.26,-59.74,-60.48,-62.38,-59.75,-51.26,-51.75,-62.17,-60.57
P000242,-31.5104521,-60.720228,7.5,OUT,B26,-51.3,-59.77,-60.51,-62.41,-59.79,-51.3,-51.78,-62.21,-60.6
P000243,-31.5104521,-60.7201964,7.5,OUT,B26,-51.33,-59.8,-60.54,-62.44,-59.82,-51.33,-51.81,-62.24,-60.63
P000244,-31.5104521,-60.7201648,7.5,OUT,B26,-51.36,-59.84,-60.57,-62.47,-59.85,-51.36,-51.84,-62.27,-60.66
P000245,-31.5104521,-60.7201332,7.5,OUT,B26,-51.39,-59.87,-60.6,-62.5,-59.88,-51.39,-51.87,-62.3,-60.69
P000246,-31.5104521,-60.7201015,7.5,OUT,B26,-51.43,-59.9,-60.63,-62.53,-59.91,-51.43,-51.9,-62.33,-60.72
P000247,-31.5104521,-60.7200699,7.5,OUT,B26,-51.46,-59.93,-60.66,-62.56,-59.94,-51.46,-51.93,-62.36,-60.75
P000248,-31.5104521,-60.7200383,7.5,OUT,B26,-51.49,-59.96,-60.69,-62.59,-59.97,-51.49,-51.96,-62.39,-60.78
P000249,-31.5104521,-60.7200067,7.5,OUT,B26,-51.52,-59.99,-60.72,-62.62,-60.0,-51.52,-51.99,-62.42,-60.81
P000250,-31.5104521,-60.7199751,7.5,OUT,B26,-51.56,-60.02,-60.75,-62.65,-60.03,-51.56,-52.02,-62.45,-60.84
P000251,-31.5104521,-60.7199435,7.5,OUT,B26,-51.59,-60.05,-60.78,-62.68,-60.06,-51.59,-52.05,-62.48,-60.87
P000252,-31.5104521,-60.7199119,7.5,OUT,B26,-51.62,-60.08,-60.81,-62.71,-60.09,-51.62,-52.08,-62.51,-60.9
P000253,-31.5104521,-60.7198803,7.5,OUT,B26,-51.65,-60.11,-60.84,-62.74,-60.12,-51.65,-52.11,-62.54,-60.93
P000254,-31.5104521,-60.7198487,7.5,OUT,B26,-51.68,-60.14,-60.87,-62.77,-60.15,-51.68,-52.14,-62.57,-60.96
P000255,-31.5104521,-60.7198171,7.5,OUT,B26,-51.72,-60.17,-60.9,-62.8,-60.18,-51.72,-52.17,-62.6,-60.99
P000256,-31.5104521,-60.7197854,7.5,OUT,B26,-51.75,-60.19,-60.93,-62.83,-60.21,-51.75,-52.2,-62.63,-61.02
P000257,-31.5104521,-60.7197538,7.5,OUT,B26,-51.78,-60.22,-60.96,-62.86,-60.23,-51.78,-52.23,-62.65,-61.05
P000258,-31.5104521,-60.7197222,7.5,OUT,B26,-51.81,-60.25,-60.99,-62.89,-60.26,-51.81,-52.26,-62.68,-61.08
P000259,-31.5104521,-60.7196906,7.5,OUT,B26,-51.84,-60.28,-61.01,-62.92,-60.29,-51.84,-52.28,-62.71,-61.11
P000260,-31.5104521,-60.719659,7.5,OUT,B26,-51.87,-60.31,-61.04,-62.95,-60.32,-51.87,-52.31,-62.74,-61.13
P000261,-31.5104521,-60.7196274,7.5,OUT,B26,-51.91,-60.34,-61.07,-62.98,-60.35,-51.91,-52.34,-62.77,-61.16
P000262,-31.5104521,-60.7195958,7.5,OUT,B26,-51.94,-60.37,-61.1,-63.0,-60.38,-51.94,-52.37,-62.8,-61.19
P000267,-31.5104521,-60.7194377,7.5,OUT,B26,-52.09,-60.51,-61.24,-63.15,-60.52,-52.09,-52.51,-62.94,-61.33
P000268,-31.5104521,-60.7194061,7.5,OUT,B26,-52.12,-60.54,-61.27,-63.17,-60.55,-52.12,-52.54,-62.97,-61.36
P000269,-31.5104521,-60.7193745,7.5,OUT,B26,-52.15,-60.57,-61.3,-63.2,-60.58,-52.15,-52.57,-63.0,-61.39
P000270,-31.5104521,-60.7193429,7.5,OUT,B26,-52.18,-60.59,-61.33,-63.23,-60.6,-52.18,-52.6,-63.02,-61.42
P000271,-31.5104521,-60.7193113,7.5,OUT,B26,-52.21,-60.62,-61.35,-63.26,-60.63,-52.21,-52.62,-63.05,-61.44
P000276,-31.5104521,-60.7191532,7.5,OUT,B26,-52.37,-60.76,-61.49,-63.39,-60.77,-52.37,-52.76,-63.19,-61.58
P000277,-31.5104521,-60.7191216,7.5,OUT,B26,-52.4,-60.78,-61.52,-63.42,-60.8,-52.4,-52.79,-63.22,-61.61
P000278,-31.5104521,-60.71909,7.5,OUT,B26,-52.43,-60.81,-61.54,-63.45,-60.82,-52.43,-52.81,-63.24,-61.64
P000279,-31.5104521,-60.7190584,7.5,OUT,B26,-52.46,-60.84,-61.57,-63.47,-60.85,-52.46,-52.84,-63.27,-61.66
P000280,-31.5104521,-60.7190268,7.5,OUT,B26,-52.49,-60.86,-61.6,-63.5,-60.88,-52.49,-52.87,-63.3,-61.69
P000281,-31.5104521,-60.7189952,7.5,OUT,B26,-52.51,-60.89,-61.62,-63.53,-60.9,-52.51,-52.89,-63.32,-61.72
P000282,-31.5104521,-60.7189636,7.5,OUT,B26,-52.54,-60.92,-61.65,-63.55,-60.93,-52.54,-52.92,-63.35,-61.74
P000283,-31.5104521,-60.718932,7.5,OUT,B26,-52.57,-60.94,-61.68,-63.58,-60.96,-52.57,-52.95,-63.38,-61.77
P000284,-31.5104252,-60.720386,7.5,OUT,B26,-51.16,-59.64,-60.37,-62.28,-59.65,-51.16,-51.64,-62.07,-60.47
P000285,-31.5104252,-60.7203544,7.5,OUT,B26,-51.19,-59.67,-60.41,-62.31,-59.68,-51.19,-51.68,-62.1,-60.5
P000286,-31.5104252,-60.7203228,7.5,OUT,B26,-51.22,-59.7,-60.44,-62.34,-59.72,-51.22,-51.71,-62.14,-60.53
P000287,-31.5104252,-60.7202912,7.5,OUT,B26,-51.25,-59.74,-60.47,-62.37,-59.75,-51.25,-51.74,-62.17,-60.56
P000288,-31.5104252,-60.7202596,7.5,OUT,B26,-51.29,-59.77,-60.5,-62.4,-59.78,-51.29,-51.77,-62.2,-60.59
P000289,-31.5104252,-60.720228,7.5,OUT,B26,-51.32,-59.8,-60.53,-62.43,-59.81,-51.32,-51.8,-62.23,-60.62
P000290,-31.5104252,-60.7201964,7.5,OUT,B26,-51.35,-59.83,-60.56,-62.46,-59.84,-51.35,-51.83,-62.26,-60.65
P000291,-31.5104252,-60.7201648,7.5,OUT,B26,-51.39,-59.86,-60.59,-62.49,-59.87,-51.39,-51.86,-62.29,-60.68
P000292,-31.5104252,-60.7201332,7.5,OUT,B26,-51.42,-59.89,-60.62,-62.52,-59.9,-51.42,-51.89,-62.32,-60.71
P000293,-31.5104252,-60.7201015,7.5,OUT,B26,-51.45,-59.92,-60.65,-62.55,-59.93,-51.45,-51.92,-62.35,-60.74
P000294,-31.5104252,-60.7200699,7.5,OUT,B26,-51.48,-59.95,-60.68,-62.58,-59.96,-51.48,-51.95,-62.38,-60.77
P000295,-31.5104252,-60.7200383,7.5,OUT,B26,-51.51,-59.98,-60.71,-62.61,-59.99,-51.51,-51.98,-62.41,-60.8
P000296,-31.5104252,-60.7200067,7.5,OUT,B26,-51.55,-60.01,-60.74,-62.64,-60.02,-51.55,-52.01,-62.44,-60.83
P000297,-31.5104252,-60.7199751,7.5,OUT,B26,-51.58,-60.04,-60.77,-62.67,-60.05,-51.58,-52.04,-62.47,-60.86
P000298,-31.5104252,-60.7199435,7.5,OUT,B26,-51.61,-60.07,-60.8,-62.7,-60.08,-51.61,-52.07,-62.5,-60.89
P000299,-31.5104252,-60.7199119,7.5,OUT,B26,-51.64,-60.1,-60.83,-62.73,-60.11,-51.64,-52.1,-62.53,-60.92
P000300,-31.5104252,-60.7198803,7.5,OUT,B26,-51.67,-60.13,-60.86,-62.76,-60.14,-51.67,-52.13,-62.56,-60.95
P000301,-31.5104252,-60.7198487,7.5,OUT,B26,-51.71,-60.16,-60.89,-62.79,-60.17,-51.71,-52.16,-62.59,-60.98
P000302,-31.5104252,-60.7198171,7.5,OUT,B26,-51.74,-60.19,-60.92,-62.82,-60.2,-51.74,-52.19,-62.62,-61.01
P000303,-31.5104252,-60.7197854,7.5,OUT,B26,-51.77,-60.21,-60.95,-62.85,-60.23,-51.77,-52.22,-62.65,-61.04
P000304,-31.5104252,-60.7197538,7.5,OUT,B26,-51.8,-60.24,-60.98,-62.88,-60.25,-51.8,-52.25,-62.67,-61.07
P000305,-31.5104252,-60.7197222,7.5,OUT,B26,-51.83,-60.27,-61.01,-62.91,-60.28,-51.83,-52.28,-62.7,-61.1
P000306,-31.5104252,-60.7196906,7.5,OUT,B26,-51.86,-60.3,-61.03,-62.94,-60.31,-51.86,-52.3,-62.73,-61.13
P000307,-31.5104252,-60.719659,7.5,OUT,B26,-51.89,-60.33,-61.06,-62.97,-60.34,-51.89,-52.33,-62.76,-61.15
P000308,-31.5104252,-60.7196274,7.5,OUT,B26,-51.93,-60.36,-61.09,-62.99,-60.37,-51.93,-52.36,-62.79,-61.18
P000309,-31.5104252,-60.7195958,7.5,OUT,B26,-51.96,-60.39,-61.12,-63.02,-60.4,-51.96,-52.39,-62.82,-61.21
P000315,-31.5104252,-60.7194061,7.5,OUT,B26,-52.14,-60.56,-61.29,-63.19,-60.57,-52.14,-52.56,-62.99,-61.38
P000316,-31.5104252,-60.7193745,7.5,OUT,B26,-52.17,-60.58,-61.32,-63.22,-60.59,-52.17,-52.59,-63.01,-61.41
P000317,-31.5104252,-60.7193429,7.5,OUT,B26,-52.2,-60.61,-61.34,-63.25,-60.62,-52.2,-52.61,-63.04,-61.44
P000318,-31.5104252,-60.7193113,7.5,OUT,B26,-52.23,-60.64,-61.37,-63.27,-60.65,-52.23,-52.64,-63.07,-61.46
P000324,-31.5104252,-60.7191216,7.5,OUT,B26,-52.41,-60.8,-61.53,-63.44,-60.81,-52.41,-52.8,-63.23,-61.63
P000325,-31.5104252,-60.71909,7.5,OUT,B26,-52.44,-60.83,-61.56,-63.46,-60.84,-52.44,-52.83,-63.26,-61.65
P000326,-31.5104252,-60.7190584,7.5,OUT,B26,-52.47,-60.86,-61.59,-63.49,-60.87,-52.47,-52.86,-63.29,-61.68
P000327,-31.5104252,-60.7190268,7.5,OUT,B26,-52.5,-60.88,-61.61,-63.52,-60.89,-52.5,-52.88,-63.31,-61.71
P000328,-31.5104252,-60.7189952,7.5,OUT,B26,-52.53,-60.91,-61.64,-63.54,-60.92,-52.53,-52.91,-63.34,-61.73
P000329,-31.5104252,-60.7189636,7.5,OUT,B26,-52.56,-60.93,-61.67,-63.57,-60.95,-52.56,-52.94,-63.37,-61.76
P000330,-31.5104252,-60.718932,7.5,OUT,B26,-52.59,-60.96,-61.69,-63.6,-60.97,-52.59,-52.96,-63.39,-61.78
P000331,-31.5104252,-60.7189004,7.5,OUT,B26,-52.62,-60.99,-61.72,-63.62,-61.0,-52.62,-52.99,-63.42,-61.81
P000332,-31.5103982,-60.7204809,7.5,OUT,B26,-51.08,-59.57,-60.31,-62.21,-59.58,-51.08,-51.57,-62.0,-60.4
P000333,-31.5103982,-60.7204493,7.5,OUT,B26,-51.11,-59.6,-60.34,-62.24,-59.61,-51.11,-51.61,-62.03,-60.43
P000334,-31.5103982,-60.7204176,7.5,OUT,B26,-51.15,-59.63,-60.37,-62.27,-59.65,-51.15,-51.64,-62.07,-60.46
P000335,-31.5103982,-60.720386,7.5,OUT,B26,-51.18,-59.67,-60.4,-62.3,-59.68,-51.18,-51.67,-62.1,-60.49
P000336,-31.5103982,-60.7203544,7.5,OUT,B26,-51.21,-59.7,-60.43,-62.33,-59.71,-51.21,-51.7,-62.13,-60.52
P000337,-31.5103982,-60.7203228,7.5,OUT,B26,-51.25,-59.73,-60.46,-62.36,-59.74,-51.25,-51.73,-62.16,-60.55
P000338,-31.5103982,-60.7202912,7.5,OUT,B26,-51.28,-59.76,-60.49,-62.39,-59.77,-51.28,-51.76,-62.19,-60.58
P000339,-31.5103982,-60.7202596,7.5,OUT,B26,-51.31,-59.79,-60.52,-62.43,-59.8,-51.31,-51.79,-62.22,-60.61
P000340,-31.5103982,-60.720228,7.5,OUT,B26,-51.34,-59.82,-60.55,-62.46,-59.83,-51.34,-51.82,-62.25,-60.64
P000341,-31.5103982,-60.7201964,7.5,OUT,B26,-51.38,-59.85,-60.58,-62.49,-59.86,-51.38,-51.85,-62.28,-60.67
P000342,-31.5103982,-60.7201648,7.5,OUT,B26,-51.41,-59.88,-60.61,-62.52,-59.89,-51.41,-51.88,-62.31,-60.7
P000343,-31.5103982,-60.7201332,7.5,OUT,B26,-51.44,-59.91,-60.64,-62.55,-59.92,-51.44,-51.91,-62.34,-60.73
P000344,-31.5103982,-60.7201015,7.5,OUT,B26,-51.47,-59.94,-60.67,-62.58,-59.95,-51.47,-51.94,-62.37,-60.76
P000345,-31.5103982,-60.7200699,7.5,OUT,B26,-51.51,-59.97,-60.7,-62.61,-59.98,-51.51,-51.97,-62.4,-60.79
P000346,-31.5103982,-60.7200383,7.5,OUT,B26,-51.54,-60.0,-60.73,-62.64,-60.01,-51.54,-52.0,-62.43,-60.82
P000347,-31.5103982,-60.7200067,7.5,OUT,B26,-51.57,-60.03,-60.76,-62.67,-60.04,-51.57,-52.03,-62.46,-60.85
P000348,-31.5103982,-60.7199751,7.5,OUT,B26,-51.6,-60.06,-60.79,-62.7,-60.07,-51.6,-52.06,-62.49,-60.88
P000349,-31.5103982,-60.7199435,7.5,OUT,B26,-51.63,-60.09,-60.82,-62.73,-60.1,-51.63,-52.09,-62.52,-60.91
P000350,-31.5103982,-60.7199119,7.5,OUT,B26,-51.66,-60.12,-60.85,-62.75,-60.13,-51.66,-52.12,-62.55,-60.94
P000351,-31.5103982,-60.7198803,7.5,OUT,B26,-51.7,-60.15,-60.88,-62.78,-60.16,-51.7,-52.15,-62.58,-60.97
P000352,-31.5103982,-60.7198487,7.5,OUT,B26,-51.73,-60.18,-60.91,-62.81,-60.19,-51.73,-52.18,-62.61,-61.0
P000353,-31.5103982,-60.7198171,7.5,OUT,B26,-51.76,-60.21,-60.94,-62.84,-60.22,-51.76,-52.21,-62.64,-61.03
P000354,-31.5103982,-60.7197854,7.5,OUT,B26,-51.79,-60.24,-60.97,-62.87,-60.25,-51.79,-52.24,-62.67,-61.06
P000358,-31.5103982,-60.719659,7.5,OUT,B26,-51.92,-60.35,-61.08,-62.99,-60.36,-51.92,-52.35,-62.78,-61.17
P000359,-31.5103982,-60.7196274,7.5,OUT,B26,-51.95,-60.38,-61.11,-63.01,-60.39,-51.95,-52.38,-62.81,-61.2
P000360,-31.5103982,-60.7195958,7.5,OUT,B26,-51.98,-60.41,-61.14,-63.04,-60.42,-51.98,-52.41,-62.84,-61.23
P000366,-31.5103982,-60.7194061,7.5,OUT,B26,-52.16,-60.57,-61.31,-63.21,-60.59,-52.16,-52.58,-63.01,-61.4
P000367,-31.5103982,-60.7193745,7.5,OUT,B26,-52.19,-60.6,-61.33,-63.24,-60.61,-52.19,-52.6,-63.03,-61.43
P000368,-31.5103982,-60.7193429,7.5,OUT,B26,-52.22,-60.63,-61.36,-63.27,-60.64,-52.22,-52.63,-63.06,-61.45
P000369,-31.5103982,-60.7193113,7.5,OUT,B26,-52.25,-60.66,-61.39,-63.29,-60.67,-52.25,-52.66,-63.09,-61.48
P000375,-31.5103982,-60.7191216,7.5,OUT,B26,-52.43,-60.82,-61.55,-63.46,-60.83,-52.43,-52.82,-63.25,-61.64
P000376,-31.5103982,-60.71909,7.5,OUT,B26,-52.46,-60.85,-61.58,-63.48,-60.86,-52.46,-52.85,-63.28,-61.67
P000377,-31.5103982,-60.7190584,7.5,OUT,B26,-52.49,-60.87,-61.6,-63.51,-60.88,-52.49,-52.87,-63.3,-61.7
P000378,-31.5103982,-60.7190268,7.5,OUT,B26,-52.52,-60.9,-61.63,-63.53,-60.91,-52.52,-52.9,-63.33,-61.72
P000379,-31.5103982,-60.7189952,7.5,OUT,B26,-52.55,-60.93,-61.66,-63.56,-60.94,-52.55,-52.93,-63.36,-61.75
P000380,-31.5103982,-60.7189636,7.5,OUT,B26,-52.58,-60.95,-61.68,-63.59,-60.96,-52.58,-52.95,-63.38,-61.78
P000381,-31.5103982,-60.718932,7.5,OUT,B26,-52.61,-60.98,-61.71,-63.61,-60.99,-52.61,-52.98,-63.41,-61.8
P000382,-31.5103982,-60.7189004,7.5,OUT,B26,-52.64,-61.0,-61.74,-63.64,-61.01,-52.64,-53.01,-63.43,-61.83
P000383,-31.5103713,-60.7205757,7.5,OUT,B26,-51.01,-59.5,-60.24,-62.14,-59.51,-51.01,-51.51,-61.93,-60.33
P000384,-31.5103713,-60.7205441,7.5,OUT,B26,-51.04,-59.53,-60.27,-62.17,-59.55,-51.04,-51.54,-61.97,-60.36
P000385,-31.5103713,-60.7205125,7.5,OUT,B26,-51.07,-59.57,-60.3,-62.2,-59.58,-51.07,-51.57,-62.0,-60.39
P000386,-31.5103713,-60.7204809,7.5,OUT,B26,-51.11,-59.6,-60.33,-62.23,-59.61,-51.11,-51.6,-62.03,-60.42
P000387,-31.5103713,-60.7204493,7.5,OUT,B26,-51.14,-59.63,-60.36,-62.26,-59.64,-51.14,-51.63,-62.06,-60.45
P000388,-31.5103713,-60.7204176,7.5,OUT,B26,-51.17,-59.66,-60.39,-62.3,-59.67,-51.17,-51.66,-62.09,-60.48
P000389,-31.5103713,-60.720386,7.5,OUT,B26,-51.2,-59.69,-60.42,-62.33,-59.7,-51.2,-51.69,-62.12,-60.51
P000390,-31.5103713,-60.7203544,7.5,OUT,B26,-51.24,-59.72,-60.45,-62.36,-59.73,-51.24,-51.72,-62.15,-60.54
P000391,-31.5103713,-60.7203228,7.5,OUT,B26,-51.27,-59.75,-60.48,-62.39,-59.76,-51.27,-51.75,-62.18,-60.57
P000392,-31.5103713,-60.7202912,7.5,OUT,B26,-51.3,-59.78,-60.51,-62.42,-59.79,-51.3,-51.78,-62.21,-60.61
P000393,-31.5103713,-60.7202596,7.5,OUT,B26,-51.33,-59.81,-60.54,-62.45,-59.82,-51.33,-51.81,-62.24,-60.64
P000394,-31.5103713,-60.720228,7.5,OUT,B26,-51.37,-59.84,-60.58,-62.48,-59.85,-51.37,-51.84,-62.27,-60.67
P000395,-31.5103713,-60.7201964,7.5,OUT,B26,-51.4,-59.87,-60.61,-62.51,-59.88,-51.4,-51.87,-62.3,-60.7
P000396,-31.5103713,-60.7201648,7.5,OUT,B26,-51.43,-59.9,-60.64,-62.54,-59.91,-51.43,-51.9,-62.33,-60.73
P000397,-31.5103713,-60.7201332,7.5,OUT,B26,-51.46,-59.93,-60.67,-62.57,-59.94,-51.46,-51.93,-62.36,-60.76
P000398,-31.5103713,-60.7201015,7.5,OUT,B26,-51.5,-59.96,-60.7,-62.6,-59.97,-51.5,-51.96,-62.39,-60.79
P000399,-31.5103713,-60.7200699,7.5,OUT,B26,-51.53,-59.99,-60.73,-62.63,-60.0,-51.53,-51.99,-62.42,-60.82
P000400,-31.5103713,-60.7200383,7.5,OUT,B26,-51.56,-60.02,-60.75,-62.66,-60.03,-51.56,-52.02,-62.45,-60.85
P000401,-31.5103713,-60.7200067,7.5,OUT,B26,-51.59,-60.05,-60.78,-62.69,-60.06,-51.59,-52.05,-62.48,-60.88
P000402,-31.5103713,-60.7199751,7.5,OUT,B26,-51.62,-60.08,-60.81,-62.72,-60.09,-51.62,-52.08,-62.51,-60.9
P000403,-31.5103713,-60.7199435,7.5,OUT,B26,-51.65,-60.11,-60.84,-62.75,-60.12,-51.65,-52.11,-62.54,-60.93
P000407,-31.5103713,-60.7198171,7.5,OUT,B26,-51.78,-60.23,-60.96,-62.86,-60.24,-51.78,-52.23,-62.66,-61.05
P000408,-31.5103713,-60.7197854,7.5,OUT,B26,-51.81,-60.26,-60.99,-62.89,-60.27,-51.81,-52.26,-62.69,-61.08
P000412,-31.5103713,-60.719659,7.5,OUT,B26,-51.94,-60.37,-61.1,-63.01,-60.38,-51.94,-52.37,-62.8,-61.19
P000413,-31.5103713,-60.7196274,7.5,OUT,B26,-51.97,-60.4,-61.13,-63.03,-60.41,-51.97,-52.4,-62.83,-61.22
P000414,-31.5103713,-60.7195958,7.5,OUT,B26,-52.0,-60.43,-61.16,-63.06,-60.44,-52.0,-52.43,-62.86,-61.25
P000415,-31.5103713,-60.7195642,7.5,OUT,B26,-52.03,-60.45,-61.19,-63.09,-60.47,-52.03,-52.46,-62.89,-61.28
P000420,-31.5103713,-60.7194061,7.5,OUT,B26,-52.18,-60.59,-61.33,-63.23,-60.6,-52.18,-52.6,-63.02,-61.42
P000421,-31.5103713,-60.7193745,7.5,OUT,B26,-52.21,-60.62,-61.35,-63.26,-60.63,-52.21,-52.62,-63.05,-61.44
P000422,-31.5103713,-60.7193429,7.5,OUT,B26,-52.24,-60.65,-61.38,-63.28,-60.66,-52.24,-52.65,-63.08,-61.47
P000423,-31.5103713,-60.7193113,7.5,OUT,B26,-52.27,-60.68,-61.41,-63.31,-60.69,-52.27,-52.68,-63.11,-61.5
P000424,-31.5103713,-60.7192797,7.5,OUT,B26,-52.3,-60.7,-61.43,-63.34,-60.71,-52.3,-52.7,-63.13,-61.53
P000429,-31.5103713,-60.7191216,7.5,OUT,B26,-52.45,-60.84,-61.57,-63.47,-60.85,-52.45,-52.84,-63.27,-61.66
P000430,-31.5103713,-60.71909,7.5,OUT,B26,-52.48,-60.86,-61.6,-63.5,-60.87,-52.48,-52.87,-63.29,-61.69
P000431,-31.5103713,-60.7190584,7.5,OUT,B26,-52.51,-60.89,-61.62,-63.53,-60.9,-52.51,-52.89,-63.32,-61.71
P000432,-31.5103713,-60.7190268,7.5,OUT,B26,-52.54,-60.92,-61.65,-63.55,-60.93,-52.54,-52.92,-63.35,-61.74
P000433,-31.5103713,-60.7189952,7.5,OUT,B26,-52.57,-60.94,-61.67,-63.58,-60.95,-52.57,-52.94,-63.37,-61.77
P000434,-31.5103713,-60.7189636,7.5,OUT,B26,-52.6,-60.97,-61.7,-63.6,-60.98,-52.6,-52.97,-63.4,-61.79
